ModelReleaseYear,Make,ModelReleaseVersion,Model,Variant,EngineDisplacement,EngineConfiguration,EngineInduction,FwdGearsNo,TransmissionTypeDescription,SideDoorNo,SeatingCapacity,BodyStyle,DrivingWheelsNo,FuelType,CO2EmissionsCombined,CO2EmissionsUrban,CO2EmissionsExtraUrban,FuelConsumptionCombined,FuelConsumptionUrban,FuelConsumptionExtraUrban,EnergyConsumptionWhkm,ElectricRangeKm,AirPollutionStandard,StationaryNoiseData,TestSpeed,IsCurrentModel,ModelEndYear,FuelLifeCycleCO2,AnnualTailpipeCO2,Test Cycle,AnnualFuelCost
2011,Holden,MJ,Barina Spark,CD,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,128,164,106,5.5,7.1,4.6,,,Euro 5,77,3750,No,2013,160,1.79,,1263
2011,Holden,MJ,Barina Spark,CD,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,128,164,107,5.6,7.2,4.7,,,Euro 5,77,3750,No,2011,162,1.79,,1286
2011,Holden,MJ,Barina Spark,CDX,1.2,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,128,165,107,5.6,7.2,4.6,,,Euro 5,77,3750,No,2011,162,1.79,,1286
2016,Holden,MP,SPARK,CVT LT,1.4,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,128,166,107,5.5,7.2,4.6,,,Euro 6,76,3750,No,2020,160,1.79,,1263
2016,Holden,MP,SPARK,CVT LS,1.4,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,128,166,107,5.5,7.2,4.6,,,Euro 6,76,3750,No,2020,160,1.79,,1263
2014,Mazda,,2,Neo,1.5,4cyl,Normal,6,Auto,4,5,Hatch,2,Petrol 91RON,128,169,104,5.5,7.3,4.5,,,Euro 5,75,3750,Yes,0,160,1.79,,1263
2020,Kia,2021,Rio,S,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,129,166,108,5.6,7.2,4.6,,,Euro 5,79,4500,Yes,0,162,1.81,,1286
2020,Kia,2021,Rio,Sport,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,129,166,108,5.6,7.2,4.6,,,Euro 5,79,4500,Yes,0,162,1.81,,1286
2018,Kia,2018,Rio,Sport,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,129,166,108,5.6,7.2,4.6,,,Euro 5,79,4500,No,2020,162,1.81,,1286
2017,Kia,2017,Rio,S,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,129,166,108,5.6,7.2,4.6,,,Euro 5,79,4500,No,2020,162,1.81,,1286
2026,Honda,,CR-V,e:HEV LX,2,4cyl,Normal,1,Auto,4,5,SUV,4,Petrol 91RON,131,122,136,5.7,5.4,6,,,Euro 5,55,3750,Yes,0,165,1.83,NEDC,1309
2026,Honda,,CR-V,e:HEV RS,2,4cyl,Normal,1,Auto,4,5,SUV,4,Petrol 91RON,131,122,136,5.7,5.4,6,,,Euro 5,55,3750,Yes,0,165,1.83,NEDC,1309
2013,Ford,BK,Ecosport,Titanium,1,3cyl,Turbo,5,Manual,4,5,Wagon,2,Petrol 91RON,131,154,117,5.7,6.7,5.1,,,Euro 5,73,3750,Yes,0,165,1.83,,1309
2013,Ford,BK,Ecosport,Trend,1,3cyl,Turbo,5,Manual,4,5,Wagon,2,Petrol 91RON,131,154,117,5.7,6.7,5.1,,,Euro 5,73,3750,Yes,0,165,1.83,,1309
2018,Lexus,,UX200,,2,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,132,159,116,5.8,7,5.1,,,Euro 5,77,3750,Yes,0,168,1.85,,1332
2010,Mitsubishi,RG,Colt,VRX,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,132,162,115,5.6,6.9,4.9,,,Euro 4,85,4500,No,2015,162,1.85,,1286
2011,Suzuki,GA,Swift,,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,132,164,113,5.5,7,4.7,,,Euro 4,80,4500,No,2011,160,1.85,,1263
2011,Suzuki,GL,Swift,,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,132,164,113,5.5,7,4.7,,,Euro 4,80,4500,No,2011,160,1.85,,1263
2011,Suzuki,GLX,Swift,,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,132,164,113,5.5,7,4.7,,,Euro 4,80,4500,No,2011,160,1.85,,1263
2011,Suzuki,GA,Swift,,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,132,164,113,5.5,7,4.7,,,Euro 4,80,4500,No,2016,160,1.85,,1263
2011,Suzuki,GL,Swift,,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,132,164,113,5.5,7,4.7,,,Euro 4,80,4500,No,2020,160,1.85,,1263
2011,Suzuki,GLX,Swift,,1.4,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,132,164,113,5.5,7,4.7,,,Euro 4,80,4500,No,2016,160,1.85,,1263
2014,Honda,,City,VTi,1.5,4cyl,Normal,5,Auto,4,5,Sedan,2,Petrol 91RON,132,169,111,5.7,7.3,4.7,,,Euro 5,73,3750,No,2017,165,1.85,,1309
2017,Honda,,City,VTi,1.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Petrol 91RON,132,173,109,5.8,7.6,4.8,,,Euro 5,73,3750,Yes,0,168,1.85,,1332
2020,Kia,2021,Rio,GT-Line,1,3cyl,Turbo,7,Other,4,5,Hatch,2,Petrol 91RON,132,269,111,5.7,7.3,4.8,,,Euro 5,74,4500,Yes,0,165,1.85,,1309
2022,Honda,,HR-V,VT-LX (Petrol),1.5,4cyl,Normal,1,CVT,4,4,Wagon,2,Petrol 91RON,133,155,120,5.8,6.8,5.3,,,Euro 5,73,3750,No,2024,168,1.86,,1332
2016,Holden,BK,Astra,R+,1.4,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 91RON,133,169,112,5.8,7.3,4.9,,,Euro 6,73,3400,No,2020,168,1.86,,1332
2016,Holden,BK,Astra,R,1.4,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 91RON,133,169,112,5.8,7.3,4.9,,,Euro 6,73,3400,No,2020,168,1.86,,1332
2014,Audi,,A3 Cabriolet,1.8 TFSI S tronic,1.8,4cyl,Turbo,7,Auto,2,4,Convertible,2,Petrol 91RON,133,169,112,5.8,7.3,4.8,,,Euro 6,77,3750,No,2016,168,1.86,,1332
2014,Hol,4,5,Sedan,2,Petrol 91RON,133,184,104,5.6,7.7,4.4,,,Euro 4,85,4725,No,2016,162,1.86,,1286
2012,Kia,2012,Rio,1.6,1.6,4cyl,Normal,6,Manual,4,5,Sedan,2,Petrol 91RON,133,184,104,5.6,7.7,4.4,,,Euro 4,85,4725,No,2014,162,1.86,,1286
2012,Kia,2012,Rio,1.6 3-door,1.6,4cyl,Normal,6,Manual,2,5,Hatch,2,Petrol 91RON,133,184,104,5.6,7.7,4.4,,,Euro 4,85,4725,No,2016,162,1.86,,1286
2011,Kia,2012,Rio,1.6,1.6,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,133,184,104,5.6,7.7,4.4,,,Euro 4,85,4725,No,2014,162,1.86,,1286nda,,City,VTiL,1.5,4cyl,Normal,5,Auto,4,5,Sedan,2,Petrol 91RON,133,170,111,5.7,7.3,4.8,,,Euro 5,73,3750,No,2017,165,1.86,,1309
2017,Honda,,City,VTiL,1.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Petrol 91RON,133,171,111,5.9,7.5,4.9,,,Euro 5,73,3750,Yes,0,171,1.86,,1355
2024,Renault,2024,Arkana,,1.3,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 91RON,133,172,111,5.9,7.6,4.9,,,Euro 5,79,3750,Yes,0,171,1.86,,1355
2013,Kia,2012,Rio,1.6,1.6,4cyl,Normal,6,Manua
2006,Mitsubishi,RG,Colt,LS,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,134,,,5.6,,,,,Euro 3,85,4500,No,2008,162,1.88,,1286
2006,Mitsubishi,RG,Colt,XLS,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,134,,,5.6,,,,,Euro 3,85,4500,No,2006,162,1.88,,1286
2006,Mitsubishi,RG,Colt,ES,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,134,160,119,5.6,6.7,5,,,Euro 3,85,4500,No,2010,162,1.88,,1286
2006,Mitsubishi,RG,Colt,VRX,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,134,160,119,5.6,6.7,5,,,Euro 3,85,4500,No,2010,162,1.88,,1286
2025,Nissan,J12,Qashqai,"Ti, Ti-L - ICE",1.3,4cyl,Turbo,1,CVT,4,5,Wagon,2,Petrol 91RON,134,164,117,5.8,7.1,5.1,,,Euro 6,74,3750,No,2025,168,1.88,,1332
2017,Ford,BL,Ecosport,Trend,1,3cyl,Turbo,6,Manual,4,5,SUV,2,Petrol 91RON,134,164,117,5.8,7.1,5.1,,,Euro 5,74,3750,Yes,0,168,1.88,,1332
2011,Toyota,,Yaris,,1.3,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 91RON,134,165,117,5.7,7,5,,,Euro 4,81,3750,No,2015,165,1.88,,1309
2011,Toyota,,Yaris,,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,134,165,117,5.7,7,5,,,Euro 4,81,3750,No,2016,165,1.88,,1309
2016,Toyota,,Yaris,,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,134,165,117,5.8,7.1,5.1,,,Euro 5,81,3750,No,2024,168,1.88,,1332
2015,Ford,LZ,Focus,Trend,1.5,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 91RON,134,174,111,5.8,7.6,4.8,,,Euro 5,78,3750,Yes,0,168,1.88,,1332
2015,Ford,LZ,Focus,Sport,1.5,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 91RON,134,174,111,5.8,7.6,4.8,,,Euro 5,78,3750,Yes,0,168,1.88,,1332
2014,Mazda,,3,Sedan,2,4cyl,Normal,6,Auto,4,5,Sedan,2,Petrol 91RON,134,176,110,5.7,7.5,4.7,,,Euro 5,77,3750,No,2019,165,1.88,,1309
2020,Kia,2021,Picanto,S,1.2,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,134,180,107,5.8,7.9,4.6,,,Euro 5,74,3750,Yes,0,168,1.88,,1332
2020,Kia,2021,Picanto,GT-Line,1.2,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,134,180,107,5.8,7.9,4.6,,,Euro 5,74,3750,Yes,0,168,1.88,,1332
2018,Kia,2018,Picanto,GT-Line,1.2,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,134,180,107,5.8,7.9,4.6,,,Euro 5,74,3750,No,2020,168,1.88,,1332
2018,Kia,2019,Picanto,X-Line,1.2,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,134,180,107,5.8,7.9,4.6,,,Euro 5,74,3750,No,2020,168,1.88,,1332
2017,Kia,,Picanto,S,1.3,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,134,180,107,5.8,7.9,4.6,,,Euro 5,74,3750,No,2020,168,1.88,,1332
2005,Honda,,Jazz,Gli,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,135,,,5.7,,,,,Euro 3,77,4275,No,2008,165,1.89,,1309
2003,Toyota,,Echo,,1.5,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 91RON,135,,,5.7,,,,,Euro 2,,,No,2006,165,1.89,,1309
2014,Honda,,Jazz,VTi,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,135,167,117,5.8,7.2,5,,,Euro 5,73,3750,Yes,0,168,1.89,,1332
2014,Honda,,Jazz,VTiS,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,135,167,117,5.8,7.2,5,,,Euro 5,73,3750,Yes,0,168,1.89,,1332
2014,Honda,,Jazz,VTiL,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,135,167,117,5.8,7.2,5,,,Euro 5,73,3750,Yes,0,168,1.89,,1332
2016,Holden,BK,Astra,R,1.4,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 91RON,135,174,112,5.8,7.5,4.9,,,Euro 6,77,3750,No,2020,168,1.89,,1332
2016,Holden,BK,Astra,R+,1.4,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 91RON,135,174,112,5.8,7.5,4.9,,,Euro 6,77,3750,No,2020,168,1.89,,1332
2014,Honda,,City,VTi,1.5,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 91RON,135,174,113,5.8,7.5,4.8,,,Euro 5,75,3750,No,2017,168,1.89,,1332
2017,Honda,,City,VTi,1.5,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 91RON,135,175,112,5.9,7.7,4.9,,,Euro 5,75,3750,Yes,0,171,1.89,,1355
2012,Kia,2012,Rio,1.4 3-door,1.4,4cyl,Normal,6,Manual,2,5,Hatch,2,Petrol 91RON,135,183,107,5.7,7.7,4.5,,,Euro 4,86,4725,No,2016,165,1.89,,1309
2011,Kia,2012,Rio,1.4,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,135,183,107,5.7,7.7,4.5,,,Euro 4,86,4725,No,2014,165,1.89,,1309
2019,Suzuki,,Vitara,,1.6,4cyl,Normal,5,Manual,4,5,SUV,2,Petrol 91RON,136,165,120,5.8,7.1,5.1,,,Euro 5,78,3750,Yes,0,168,1.9,,1332
2015,Suzuki,,Vitara,RT-S,1.6,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,136,165,120,5.8,7.1,5.1,,,Euro 5,78,3750,No,2016,168,1.9,,1332
2022,Toyota,,Corolla Cross,2.0L Petrol,2,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,136,169,116,6,7.4,5.1,,,Euro 5,81,3750,Yes,0,174,1.9,,1378
2016,MG,,MG3,1.5 MT,1.5,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,136,173,114,5.8,7.5,4.9,,,Euro 5,78,3750,Yes,0,168,1.9,,1332
2015,Hyundai,2016,Accent,1.4 MPI,1.4,4cyl,Normal,6,Manual,4,5,Sedan,2,Petrol 91RON,136,176,112,5.7,7.4,4.7,,,Euro 4,83,4500,No,2016,165,1.9,,1309
2015,Hyundai,2016,Accent,1.4 MPI,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,136,176,112,5.7,7.4,4.7,,,Euro 4,83,4500,No,2016,165,1.9,,1309
2014,Mazda,,3,Hatch,2,4cyl,Normal,6,Auto,4,5,Hatch,2,Petrol 91RON,136,176,112,5.8,7.5,4.8,,,Euro 5,77,3750,No,2019,168,1.9,,1332
2016,Hyundai,2017,Accent,1.4 MPI,1.4,4cyl,Normal,6,Manual,4,5,Sedan,2,Petrol 91RON,136,177,112,5.9,7.6,4.8,,,Euro 5,83,4500,No,2019,171,1.9,,1355
2016,Hyundai,2017,Accent,1.4 MPI,1.4,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,136,177,112,5.9,7.6,4.8,,,Euro 5,83,4500,No,2019,171,1.9,,1355
2017,Holden,BL,Astra,LS,1.4,4cyl,Turbo,6,Manual,4,5,Sedan,2,Petrol 91RON,136,178,111,5.8,7.7,4.7,,,Euro 5,69,3240,No,2020,168,1.9,,1332
2014,Mazda,,3,Sedan,2,4cyl,Normal,6,Manual,4,5,Sedan,2,Petrol 91RON,136,178,112,5.8,7.6,4.8,,,Euro 5,77,3750,No,2019,168,1.9,,1332
2003,Hyundai,TB,Getz,XL,1.3,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 91RON,137,,,5.7,,,,,Euro 2,,,No,2006,165,1.92,,1309
2005,Daihatsu,,Sirion,,1.3,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 91RON,137,,,5.8,,,,,Euro 3,,,No,2006,168,1.92,,1332
2003,Honda,,Jazz,Gli,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,137,,,5.8,,,,,Euro 2,,,No,2005,168,1.92,,1332
2021,Toyota,,RAV4,GX/GXL/CRUISER,2,4cyl,Normal,1,CVT,4,5,SUV,2,Petrol 91RON,137,162,123,6,7.1,5.4,,,Euro 5,73,3750,Yes,0,174,1.92,,1378
2014,Suzuki,,S-Cross,,1.6,4cyl,Normal,5,CVT,4,5,Hatch,2,Petrol 91RON,137,165,121,5.8,7,5.1,,,Euro 4,76,3750,No,2020,168,1.92,,1332
2014,Suzuki,,S-Cross,,1.6,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,137,167,120,5.8,7.1,5.1,,,Euro 4,76,3750,No,2020,168,1.92,,1332
2011,Toyota,,Yaris,,1.5,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 91RON,137,169,118,5.8,7.2,5,,,Euro 4,83,3750,No,2015,168,1.92,,1332
2011,Toyota,,Yaris,,1.5,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,137,169,118,5.8,7.2,5,,,Euro 4,83,3750,No,2016,168,1.92,,1332
2016,Toyota,,Yaris,,1.5,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,137,169,118,5.9,7.3,5.1,,,Euro 5,83,3750,No,2024,171,1.92,,1355
2019,Toyota,,Corolla,,2,4cyl,Normal,1,CVT,4,5,Sedan,2,Petrol 91RON,137,175,115,6,7.6,5,,,Euro 5,75,3750,No,2022,174,1.92,,1378
2017,Holden,BK,Astra,LS,1.4,4cyl,Turbo,6,Auto,4,5,Wagon,2,Petrol 91RON,137,177,114,5.9,7.7,4.9,,,Euro 6,73,3400,No,2020,171,1.92,,1355
2017,Holden,BK,Astra,LT,1.4,4cyl,Turbo,6,Auto,4,5,Wagon,2,Petrol 91RON,137,177,114,5.9,7.7,4.9,,,Euro 6,73,3400,No,2020,171,1.92,,1355
2013,Ford,WZ,Fiesta,Ambiente,1.5,4cyl,Normal,6,Auto,4,5,Sedan,2,Petrol 91RON,137,181,111,5.8,7.7,4.7,,,Euro 5,73,3750,Yes,0,168,1.92,,1332
2013,Ford,WZ,Fiesta,Trend,1.5,4cyl,Normal,6,Auto,4,5,Sedan,2,Petrol 91RON,137,181,111,5.8,7.7,4.7,,,Euro 5,73,3750,Yes,0,168,1.92,,1332
2005,Honda,,Jazz,Gli,1.3,4cyl,Normal,1,Auto,4,5,Hatch,2,Petrol 91RON,138,,,5.8,,,,,Euro 3,77,4275,No,2008,168,1.93,,1332
2004,Toyota,,Echo,2dr,1.3,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 91RON,138,,,5.8,,,,,Euro 2,,,No,2006,168,1.93,,1332
2004,Toyota,,Echo,4dr,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,138,,,5.8,,,,,Euro 2,,,No,2006,168,1.93,,1332
2008,Honda,,Jazz,Gli,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,138,164,122,5.8,7,5.2,,,Euro 4,80,4500,No,2014,168,1.93,,1332
2012,Honda,,Jazz,Vibe,1.3,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,138,165,123,5.8,7,5.2,,,Euro 4,80,4500,No,2014,168,1.93,,1332
2025,Nissan,J12,Qashqai,"ST, ST-L - ICE",1.3,4cyl,Turbo,1,CVT,4,5,Wagon,2,Petrol 91RON,138,169,119,6.1,7.5,5.3,,,Euro 6,74,3750,No,2025,177,1.93,,1401
2022,Nissan,J12,Qashqai,ICE,1.3,4cyl,Turbo,1,CVT,4,5,Wagon,2,Petrol 91RON,138,169,119,6.1,7.5,5.3,,,Euro 5,75,3750,No,2025,177,1.93,,1401
2010,Nissan,K13,Micra,,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,138,171,119,5.9,7.3,5,,,Euro 4,82,4500,No,2010,171,1.93,,1355
2010,Nissan,K13,Micra,,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,138,171,119,5.9,7.3,5,,,Euro 4,82,4500,No,2017,171,1.93,,1355
2014,Mazda,,3,Hatch,2,4cyl,Normal,6,Manual,4,5,Hatch,2,Petrol 91RON,138,178,116,5.9,7.6,4.9,,,Euro 5,77,3750,No,2019,171,1.93,,1355
2003,Honda,,Jazz,Gli,1.3,4cyl,Normal,1,Auto,4,5,Hatch,2,Petrol 91RON,139,,,5.9,,,,,Euro 2,,,No,2005,171,1.95,,1355
2020,Kia,2021,Stonic,S,1.4,4cyl,Normal,6,Manual,4,5,Wagon,2,Petrol 91RON,139,171,120,6,7.4,5.2,,,Euro 5,79,4500,Yes,0,174,1.95,,1378
2020,Kia,2021,Stonic,Sport,1.4,4cyl,Normal,6,Manual,4,5,Wagon,2,Petrol 91RON,139,171,120,6,7.4,5.2,,,Euro 5,79,4500,Yes,0,174,1.95,,1378
2018,Toyota,,Corolla,,2,4cyl,Normal,1,CVT,4,5,Hatch,2,Petrol 91RON,139,173,118,6,7.5,5.1,,,Euro 5,77,3750,No,2022,174,1.95,,1378
2015,Suzuki,,Vitara,RT-S,1.6,4cyl,Normal,6,Auto,4,5,Hatch,2,Petrol 91RON,139,173,119,6,7.5,5.1,,,Euro 5,77,3750,No,2016,174,1.95,,1378
2015,Suzuki,,Vitara,RT-S,1.6,4cyl,Normal,6,Auto,4,5,Hatch,2,Petrol 91RON,139,173,119,6,7.5,5.1,,,Euro 5,77,3750,No,2019,174,1.95,,1378
2011,Audi,,A1,1.4 TFSI Ambition S-Tronic - Sport (136kw),1.4,4cyl,Turbo,7,Auto,2,4,Hatch,2,Petrol 91RON,139,174,119,5.9,7.5,5.1,,,Euro 5,82,3750,No,2011,171,1.95,,1355
2012,Holden,MJ,Barina Spark,CD,1.2,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,139,182,115,5.8,7.6,4.8,,,Euro 5,77,3750,No,2016,168,1.95,,1332
2011,Hyundai,,Accent,1.6 MT,1.6,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 91RON,139,183,113,6,7.9,4.8,,,Euro 4,82,4725,No,2013,174,1.95,,1378
2011,Hyundai,,Accent,1.6 MT,1.6,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,139,183,113,6,7.9,4.8,,,Euro 4,82,4725,No,2013,174,1.95,,1378
2024,MG,,MG3,1.5L CVT FWD Petrol,1.5,4cyl,Normal,8,CVT,4,5,Hatch,2,Petrol 91RON,139,183,114,6,7.8,4.9,,,Euro 5,68,2500,Yes,0,174,1.95,,1378
2013,Ford,WZ,Fiesta,Trend,1.5,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 91RON,139,192,108,5.8,8.1,4.5,,,Euro 5,73,3750,Yes,0,168,1.95,,1332
2013,Ford,WZ,Fiesta,Ambiente,1.5,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 91RON,139,192,108,5.8,8.1,4.5,,,Euro 5,73,3750,Yes,0,168,1.95,,1332
2023,Hyundai,2024,i30,2.0 MPI,2,4cyl,Normal,1,CVT,4,5,Sedan,2,Petrol 91RON,139,194,107,6.1,8.5,4.7,,,Euro 5,83,3750,Yes,0,177,1.95,,1401
2006,Mitsubishi,RG,Colt,LS,1.5,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,140,,,5.9,,,,,Euro 3,85,4500,No,2008,171,1.96,,1355
2006,Mitsubishi,RG,Colt,VRX,1.5,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,140,176,118,5.9,7.4,5,,,Euro 3,85,4500,No,2010,171,1.96,,1355
2006,Mitsubishi,RG,Colt,ES,1.5,4cyl,Normal,1,Manual,4,5,Hatch,2,Petrol 91RON,140,176,118,5.9,7.4,5,,,Euro 3,85,4500,No,2010,171,1.96,,1355
2023,Kia,,Picanto,Sport AT,1.2,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,140,179,118,6,7.7,5.1,,,Euro 5,74,3750,Yes,0,174,1.96,,1378
2023,Kia,,Picanto,GT-Line AT,1.2,4cyl,Normal,4,Auto,4,5,Hatch,2,Petrol 91RON,140,179,118,6,7.7,5.1,,,Euro 5,74,3750,Yes,0,174,1.96,,1378
2010,Mitsubishi,RG,Colt,VRX,1.5,4cyl,Normal,5,Manual,4,5,Hatch,2,Petrol 91RON,140,180,117,5.9,7.7,4.9,,,Euro 4,85,4500,No,2015,171,1.96,,1355
2012,Ford,WS,Fiesta,Metal,1.6,4cyl,Normal,5,Manual,2,5,Sedan,2,Petrol 91RON,140,181,116,6,7.8,5,,,Euro 4,85,3750,No,2013,174,1.96,,1378
2015,Hyundai,Series II,i30 Tourer,1.6 GDi,1.6,4cyl,Normal,7,Auto,4,5,Wagon,2,Petrol 91RON,140,182,115,6,7.8,4.9,,,Euro 5,78,3750,No,2016,174,1.96,,1378
2012,Hyundai,,i20,1.4,1.4,4cyl,Normal,4,Auto,2,5,Hatch,2,Petrol 91RON,140,187,113,5.9,7.9,4.7,,,Euro 4,80,3750,No,2015,171,1.96,,1355
2025,Tesla,,Model 3,RWD LR H5MRB 18 Inch wheel,0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,125,750,Pure EV,,,Yes,0,86,0,,525
2023,BYD,EM2E,DOLPHIN,Dynamic,0,Electric,N/A,1,Auto,3,5,Hatch,2,Pure Electric,0,,,0,,,126,410,Pure EV,,,Yes,0,87,0,,529
2023,Lexus,,UX 300e,,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,128,560,Pure EV,,,Yes,0,88,0,,538
2023,MG,,MG4,64kWh EV RWD ,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,130,535,Pure EV,,,Yes,0,90,0,,546
2024,Chery,,Omoda E5,,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,130,460,Pure EV,,,Yes,0,90,0,,546
2016,BMW,,I01,i3 BEV 94Ah,0,Electric,N/A,1,Other,4,4,Sedan,2,Pure Electric,0,,,0,,,131,300,Pure EV,48,,Yes,0,90,0,,550
2023,Tesla,,Model 3,RWD H6LRB,0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,132,513,Pure EV,,,Yes,0,91,0,,554
2020,Tesla,,Model 3,StandardRange (E6RB),0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,132,508,Pure EV,,,Yes,0,91,0,,554
2025,Chery,,E5,MY2025.5 E5 155kW,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,132,505,Pure EV,,,Yes,0,91,0,,554
2020,Tesla,,Model 3,StandardRange (E1RB),0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,132,490,Pure EV,,,Yes,0,91,0,,554
2022,Tesla,,Model 3,StandardRange (E6LRB),0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,134,559,Pure EV,,,Yes,0,92,0,,563
2022,Tesla,,Model 3,RWD (E6LRB),0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,134,559,Pure EV,,,Yes,0,92,0,,563
