ModelReleaseYear,Make,ModelReleaseVersion,Model,Variant,EngineDisplacement,EngineConfiguration,EngineInduction,FwdGearsNo,TransmissionTypeDescription,SideDoorNo,SeatingCapacity,BodyStyle,DrivingWheelsNo,FuelType,CO2EmissionsCombined,CO2EmissionsUrban,CO2EmissionsExtraUrban,FuelConsumptionCombined,FuelConsumptionUrban,FuelConsumptionExtraUrban,EnergyConsumptionWhkm,ElectricRangeKm,AirPollutionStandard,StationaryNoiseData,TestSpeed,IsCurrentModel,ModelEndYear,FuelLifeCycleCO2,AnnualTailpipeCO2,Test Cycle,AnnualFuelCost
2023,BMW,G09,XM,Label,4.4,8cyl,Turbo,8,Auto,4,4,Wagon,4,Electric/Petrol 98RON,61,273,,2.7,12,,304,98,Euro 6,92,3750,Yes,0,288,0.85,,1987
2023,BMW,G09,XM,,4.4,8cyl,Turbo,8,Auto,4,5,Wagon,4,Electric/Petrol 98RON,61,273,,2.7,12,,304,98,Euro 6,92,3750,Yes,0,288,0.85,,1987
2012,Porsche,,Panamera,S Hybrid Low Emission Tyre,3,6cyl,Normal,8,Auto,4,4,Sedan,2,Electric/Petrol 98RON,160,173,153,6.8,7.4,6.6,,,Euro 5,73,3750,No,2013,197,2.24,,1790
2012,Porsche,,Panamera,S Hybrid,3,6cyl,Normal,8,Auto,4,4,Sedan,2,Electric/Petrol 98RON,167,178,158,7.1,7.6,6.8,,,Euro 5,73,3750,No,2013,206,2.34,,1869
2021,Volkswagen,MY22,Golf,R 235TSI,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Electric/Petrol 98RON,168,211,142,7.3,9.2,6.2,,,Euro 6,85,3750,No,2022,212,2.35,,1921
2019,Lotus,Type 111,Elise Cup 250,1111Ad,1.8,4cyl,Supercharged,6,Manual,2,2,Convertible,2,Electric/Petrol 98RON,175,236,139,7.7,10.4,6.1,,,Euro 6,91,3751,Yes,0,223,2.45,,2027
2022,BMW,7 Series,G70,740i,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Electric/Petrol 98RON,179,223,154,7.9,9.9,6.8,,,Euro 6,77,3750,Yes,0,229,2.51,,2079
2012,Porsche,E2,Cayenne,Hybrid,3,6cyl,Normal,8,Auto,4,5,Wagon,4,Electric/Petrol 98RON,193,203,184,8.2,8.7,7.9,,,Euro 5,74,3750,No,2014,238,2.7,,2158
2011,Porsche,E2,Cayenne,Hybrid,3,6cyl,Normal,8,Auto,4,5,Wagon,4,Electric/Petrol 98RON,193,203,184,8.2,8.7,7.9,,,Euro 4,74,3750,No,2011,238,2.7,,2158
2022,BMW,G07,X7,M60i xDrive,4.4,8cyl,Turbo,8,Auto,4,7,Wagon,4,Electric/Petrol 98RON,277,366,225,12.2,16.1,9.9,,,Euro 6,83,3750,Yes,0,354,3.88,,3211
2023,BMW,G07,Alpina,XB7,4.4,8cyl,Turbo,8,Auto,4,7,Wagon,4,Electric/Petrol 98RON,279,383,219,12.3,16.9,9.7,,,Euro 6,83,3750,Yes,0,357,3.91,,3237
2023,BMW,F95,X5 M,X5 M Competition,4.4,8cyl,Turbo,8,Auto,4,5,Wagon,4,Electric/Petrol 98RON,285,398,219,12.5,17.6,9.6,,,Euro 6,92,3750,Yes,0,363,3.99,,3290
2023,BMW,F96,X6 M,X6 M Competition,4.4,8cyl,Turbo,8,Auto,4,5,Sedan,4,Electric/Petrol 98RON,285,398,219,12.5,17.6,9.6,,,Euro 6,92,3750,Yes,0,363,3.99,,3290
2023,Cupra,MY24,Formentor,VZE 180 PHEV,1.4,4cyl,Turbo,6,Auto,4,5,SUV,2,Electric/Petrol 95RON,43,,,1.9,,,141,58,Euro 6,72,3750,Yes,0,152,0.6,,1071
2023,Cupra,MY23,Formentor,VZE 180 PHEV,1.4,4cyl,Turbo,6,Auto,4,5,SUV,2,Electric/Petrol 95RON,43,,,1.9,,,141,58,Euro 6,72,3750,No,2025,152,0.6,,1071
2024,Suzuki,,Swift,GL,1.2,3cyl,Normal,5,Manual,4,5,Hatch,2,Electric/Petrol 95RON,85,93,81,3.8,4.1,3.6,,,Euro 5,74,3750,Yes,0,110,1.19,,958
2009,Toyota,,Prius,,1.8,4cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,89,90,86,3.9,3.9,3.7,,,Euro 4,70,3900,No,2009,113,1.25,,983
2009,Toyota,,Prius,Hybrid,1.8,4cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,89,90,86,3.9,3.9,3.7,,,Euro 4,70,3900,No,2016,113,1.25,,983
2012,Toyota,,Prius C,Hybrid,1.5,4cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,90,86,88,3.9,3.7,3.8,,,Euro 4,77,2500,No,2015,113,1.26,,983
2024,Suzuki,,Swift,GL/GL+/GLX,1.2,3cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,90,98,85,4,4.3,3.8,,,Euro 5,73,3750,Yes,0,116,1.26,,1008
2024,Toyota,,CAMRY,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,91,91,91,4,4,4,,,Euro 6,78,2500,Yes,0,116,1.27,,1008
2025,Alfa Romeo,,Junior,Ibrida,1.2,3cyl,Turbo,6,Auto,4,5,SUV,2,Electric/Petrol 95RON,92,76,102,4.1,3.4,4.5,,,Euro 6,73,3325,Yes,0,119,1.29,,1033
2014,Lexus,,CT200h,Hybrid,1.8,4cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,95,93,95,4.1,4,4.1,,,Euro 5,67,3900,No,2014,119,1.33,,1033
2014,Lexus,,CT200h,Hybrid,1.8,4cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,95,93,95,4.1,4,4.1,,,Euro 5,67,3900,No,2021,119,1.33,,1033
2011,Lexus,,CT200h,Hybrid,1.8,4cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,95,93,95,4.1,4,4.1,,,Euro 4,67,3900,No,2014,119,1.33,,1033
2016,Toyota,,Corolla,,1.8,4cyl,Normal,1,CVT,4,5,Hatch,2,Electric/Petrol 95RON,96,91,95,4.1,3.9,4.1,,,Euro 5,69,2500,No,2018,119,1.34,,1033
2022,Toyota,,Camry,Ascent,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,96,98,96,4.2,4.3,4.2,,,Euro 6,77,2500,Yes,0,122,1.34,,1058
2022,Toyota,,Camry,Ascent Sport,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,96,98,96,4.2,4.3,4.2,,,Euro 6,77,2500,Yes,0,122,1.34,,1058
2020,Toyota,,Camry,Ascent,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,96,98,96,4.2,4.3,4.2,,,Euro 6,77,2500,No,2022,122,1.34,,1058
2020,Toyota,,Camry,Ascent Sport,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,96,98,96,4.2,4.3,4.2,,,Euro 6,77,2500,No,2022,122,1.34,,1058
2017,Toyota,,Camry,Ascent,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,96,106,96,4.2,4.7,4.2,,,Euro 5,77,2500,No,2020,122,1.34,,1058
2017,Toyota,,Camry,Ascent Sport,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,96,106,96,4.2,4.7,4.2,,,Euro 5,77,2500,No,2020,122,1.34,,1058
2015,Toyota,,Prius v,Hybrid,1.8,4cyl,Normal,1,CVT,4,7,Wagon,2,Electric/Petrol 95RON,101,96,100,4.4,4.2,4.3,,,Euro 5,75,2500,Yes,0,128,1.41,,1109
2012,Toyota,,Prius v,Hybrid,1.8,4cyl,Normal,1,CVT,4,7,Wagon,2,Electric/Petrol 95RON,101,96,100,4.4,4.2,4.3,,,Euro 4,75,2500,No,2015,128,1.41,,1109
2026,Toyota,,RAV4,HEV 2WD,2.5,4cyl,Normal,1,CVT,4,5,Wagon,2,Electric/Petrol 95RON,102,96,107,4.5,4.2,4.7,,,Euro 5,67,2500,Yes,0,131,1.43,,1134
2022,Toyota,,Camry,SL,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,103,107,103,4.5,4.7,4.5,,,Euro 6,77,2500,Yes,0,131,1.44,,1134
2020,Toyota,,Camry,SL,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,103,107,103,4.5,4.7,4.5,,,Euro 6,77,2500,No,2022,131,1.44,,1134
2017,Toyota,,Camry,SL,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,103,117,101,4.5,5.2,4.4,,,Euro 5,77,2500,No,2020,131,1.44,,1134
2018,Lexus,,ES 300h,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,104,115,103,4.6,5.1,4.5,,,Euro 5,79,2500,No,2019,133,1.46,,1159
2026,Toyota,,RAV4,HEV AWD,2.5,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,105,99,110,4.6,4.4,4.8,,,Euro 5,70,2500,Yes,0,133,1.47,,1159
2022,Toyota,,Camry,SX,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,107,112,107,4.7,4.9,4.7,,,Euro 6,77,2500,Yes,0,136,1.5,,1184
2021,Toyota,,Camry,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,107,112,107,4.7,4.9,4.7,,,Euro 6,77,2500,No,2021,136,1.5,,1184
2021,Toyota,,Camry,SX,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,107,112,107,4.7,4.9,4.7,,,Euro 6,77,2500,No,2022,136,1.5,,1184
2019,Lexus,,ES 300h,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,109,118,107,4.8,5.2,4.7,,,Euro 6,79,2500,No,2022,139,1.53,,1210
2025,Nissan,J12,Qashqai,e-POWER,1.5,3cyl,Turbo,1,Auto,4,5,Wagon,2,Electric/Petrol 95RON,112,113,112,4.8,4.9,4.8,,,Euro 6,74,3750,Yes,0,139,1.57,,1210
2017,Lexus,,IS 300h,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,113,117,117,4.9,5,5,,,Euro 5,68,2500,No,2021,142,1.58,,1235
2014,Lexus,,IS300h,Hybrid,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,113,117,117,4.9,5,5,,,Euro 5,68,2500,No,2018,142,1.58,,1235
2013,Lexus,,IS300h,Hybrid,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,113,117,117,4.9,5,5,,,Euro 4,68,2500,No,2014,142,1.58,,1235
2024,Lexus,,NX 350h (2WD),,2.5,4cyl,Normal,1,CVT,4,5,Wagon,2,Electric/Petrol 95RON,113,119,113,5,5.2,5,,,Euro 6,69,2500,Yes,0,145,1.58,,1260
2024,Lexus,,NX 350h (4WD),,2.5,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,113,119,113,5,5.2,5,,,Euro 6,69,2500,Yes,0,145,1.58,,1260
2023,Lexus,,NX 350h,,2.5,4cyl,Normal,1,CVT,4,5,Wagon,2,Electric/Petrol 95RON,113,119,113,5,5.2,5,,,Euro 6,69,2500,Yes,0,145,1.58,,1260
2023,Lexus,,NX 350h,,2.5,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,113,119,113,5,5.2,5,,,Euro 6,69,2500,Yes,0,145,1.58,,1260
2021,Lexus,,NX 350h,,2.5,4cyl,Normal,1,CVT,4,5,Wagon,2,Electric/Petrol 95RON,113,119,113,5,5.2,5,,,Euro 6,69,2500,Yes,0,145,1.58,,1260
2021,Lexus,,NX 350h,,2.5,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,114,121,114,5,5.3,5,,,Euro 6,69,2500,Yes,0,145,1.6,,1260
2022,Lexus,,RX 350h (2WD),,2.5,4cyl,Normal,1,CVT,4,5,Wagon,2,Electric/Petrol 95RON,114,122,108,5,5.3,4.7,,,Euro 6,70,2500,Yes,0,145,1.6,,1260
2020,Lexus,,IS 300h,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,116,116,120,5.1,5.1,5.3,,,Euro 5,67,2500,No,2021,148,1.62,,1285
2024,Jeep,,Compass e-Hybrid,Limited,1.5,4cyl,Turbo,7,Auto,4,5,SUV,2,Electric/Petrol 95RON,116,119,110,5.1,5.2,4.8,,,Euro 6,82,3750,Yes,0,148,1.62,,1285
2024,Jeep,,Compass e-Hybrid,Summit,1.5,4cyl,Turbo,7,Auto,4,5,SUV,2,Electric/Petrol 95RON,116,119,110,5.1,5.2,4.8,,,Euro 6,82,3750,Yes,0,148,1.62,,1285
2024,MG,,HS,1.5T HEV HYBRID+,1.5,4cyl,Turbo,3,Auto,4,5,SUV,2,Electric/Petrol 95RON,119,95,134,5.2,4.2,5.8,,,Euro 5,56,1250,Yes,0,151,1.67,,1310
2025,Haval,,H6,1.5T HEV 2WD,1.5,4cyl,Turbo,3,Auto,4,5,SUV,2,Electric/Petrol 95RON,120,81,143,5.2,3.5,6.2,,,Euro 5,62,3750,Yes,0,151,1.68,,1310
2022,Haval,,H6,1.5T HEV 2WD,1.5,4cyl,Turbo,3,Auto,4,5,SUV,2,Electric/Petrol 95RON,120,81,143,5.2,3.5,6.2,,,Euro 5,62,3750,Yes,0,151,1.68,,1310
2022,Haval,,H6,1.5T HEV 2WD,1.5,4cyl,Turbo,3,Auto,4,5,SUV,2,Electric/Petrol 95RON,120,81,143,5.2,3.5,6.2,,,Euro 5,62,3750,No,2023,151,1.68,,1310
2015,Lexus,,GS 300h,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,121,124,118,5.2,5.3,5.1,,,Euro 5,66,2500,No,2021,151,1.69,,1310
2013,Lexus,,GS 300h,,2.5,4cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,121,124,118,5.2,5.3,5.1,,,Euro 5,66,2500,No,2015,151,1.69,,1310
2024,Lexus,,RX 350h,,2.5,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,123,130,118,5.4,5.7,5.2,,,Euro 6,70,2500,Yes,0,157,1.72,,1361
2022,Lexus,,RX 350h (AWD),,2.5,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,123,130,118,5.4,5.7,5.2,,,Euro 6,70,2500,Yes,0,157,1.72,,1361
2023,Lexus,,LM 350h (2WD),,2.5,4cyl,Turbo,1,CVT,4,7,Wagon,2,Electric/Petrol 95RON,125,131,120,5.5,5.8,5.3,,,Euro 6,68,2500,Yes,0,160,1.75,,1386
2025,KGM,CWJ Actyon 26MY,Actyon Hybrid,K50 Actyon Hybrid,1.5,4cyl,Turbo,1,Auto,4,5,SUV,2,Electric/Petrol 95RON,127,141,103,5.5,4.5,6.2,,,Euro 6,75,3750,Yes,0,160,1.78,,1386
2025,KGM,CWJ Actyon 26MY,Actyon Hybrid,K60 Actyon Hybrid,1.5,4cyl,Turbo,1,Auto,4,5,SUV,2,Electric/Petrol 95RON,127,141,103,5.5,4.5,6.2,,,Euro 6,75,3750,Yes,0,160,1.78,,1386
2025,KGM,CWJ Torres 26MY,Torres Hybrid,K30,1.5,4cyl,Turbo,1,Auto,4,5,SUV,2,Electric/Petrol 95RON,127,148,90,5.6,4,6.5,,,Euro 6,75,3750,Yes,0,162,1.78,,1411
2025,KGM,CWJ Torres 26MY,Torres Hybrid,K40,1.5,4cyl,Turbo,1,Auto,4,5,SUV,2,Electric/Petrol 95RON,127,148,90,5.6,4,6.5,,,Euro 6,75,3750,Yes,0,162,1.78,,1411
2023,Lexus,,LM 350h (AWD),,2.5,4cyl,Turbo,1,CVT,4,7,Wagon,4,Electric/Petrol 95RON,128,136,123,5.6,6,5.4,,,Euro 6,69,2500,Yes,0,162,1.79,,1411
2021,Toyota,,Kluger,GX/GXL/GRANDE,2.5,4cyl,Normal,1,CVT,4,7,Wagon,4,Electric/Petrol 95RON,128,137,126,5.6,6,5.6,,,Euro 6,71,2500,Yes,0,162,1.79,,1411
2015,Lexus,,RX450h,,3.5,6cyl,Normal,1,CVT,4,5,SUV,4,Electric/Petrol 95RON,131,133,131,5.7,5.7,5.6,,,Euro 5,72,3750,Yes,0,165,1.83,,1436
2012,BMW,F30,3 Series,ActiveHybrid 3,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Electric/Petrol 95RON,139,123,149,5.9,5.3,6.4,,,Euro 5,83,3750,No,2015,171,1.95,,1487
2026,Nissan,T33,X-Trail,e-POWER,1.5,3cyl,Turbo,1,Auto,4,5,Wagon,4,Electric/Petrol 95RON,139,145,136,6.1,6.4,6,,,Euro 5,77,3750,Yes,0,177,1.95,,1537
2022,Nissan,T33,X-Trail,e-POWER,1.5,3cyl,Turbo,1,Auto,4,5,Wagon,4,Electric/Petrol 95RON,139,148,133,6.1,6.5,5.8,,,Euro 5,77,3750,No,2026,177,1.95,,1537
2012,Lexus,,GS450h,Hybrid,3.5,6cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,147,161,134,6.3,6.9,5.8,,,Euro 4,70,2400,No,2021,183,2.06,,1588
2023,Subaru,MY23,Crosstrek,Hybrid L,2,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,147,169,136,6.5,7.4,6,,,Euro 6,73,3750,Yes,0,189,2.06,,1638
2023,Subaru,MY23,Crosstrek,Hybrid S,2,4cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,147,169,136,6.5,7.4,6,,,Euro 6,73,3750,Yes,0,189,2.06,,1638
2024,Lexus,,RX 500h,,2.4,4cyl,Turbo,6,Auto,4,5,Wagon,4,Electric/Petrol 95RON,148,168,142,6.5,7.4,6.3,,,Euro 6,68,3000,Yes,0,189,2.07,,1638
2022,Lexus,,RX 500h (AWD),,2.4,4cyl,Turbo,6,Auto,4,5,Wagon,4,Electric/Petrol 95RON,148,168,142,6.5,7.4,6.3,,,Euro 6,68,3000,Yes,0,189,2.07,,1638
2011,Lexus,,RX450h,Hybrid,3.5,6cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,149,152,145,6.3,6.5,6.1,,,Euro 4,70,4500,No,2015,183,2.09,,1588
2023,Lexus,,LM 500h,,2.4,4cyl,Turbo,6,Auto,4,4,Wagon,4,Electric/Petrol 95RON,149,167,139,6.6,7.4,6.1,,,Euro 6,66,3000,Yes,2026,191,2.09,,1663
2010,Lexus,,RX450h,Hybrid,3.5,6cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,150,155,143,6.4,6.6,6.1,,,Euro 4,70,4500,No,2011,186,2.1,,1613
2009,Lexus,,RX450h,Hybrid,3.5,6cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,150,155,143,6.4,6.6,6.1,,,Euro 4,70,4500,No,2010,186,2.1,,1613
2009,Lexus,,RX450h,,3.5,6cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,150,155,143,6.4,6.6,6.1,,,Euro 4,70,4500,No,2009,186,2.1,,1613
2009,Lexus,,RX450h,,3.5,6cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,150,155,143,6.4,6.6,6.1,,,Euro 4,70,4500,No,2015,186,2.1,,1613
2017,Lexus,,LC 500h,,3.5,6cyl,Normal,1,CVT,2,4,Coupe,2,Electric/Petrol 95RON,152,174,138,6.7,7.6,6,,,Euro 5,75,2500,Yes,0,194,2.13,,1688
2023,Lexus,,LS 500h,,3.5,6cyl,Turbo,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,155,194,143,6.8,8.5,6.3,,,Euro 5,70,2500,Yes,0,197,2.17,,1714
2023,BMW,G60,5 Series,520i,2,4cyl,Turbo,8,Auto,4,5,Sedan,2,Electric/Petrol 95RON,156,195,133,6.8,8.5,5.8,,,Euro 6,73,3750,Yes,0,197,2.18,,1714
2012,BMW,F01 / F02,7 Series,740iH,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Electric/Petrol 95RON,158,139,169,6.8,6,7.2,,,Euro 5,77,3750,No,2016,197,2.21,,1714
2012,BMW,F01 / F02,7 Series,740LiH,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Electric/Petrol 95RON,158,139,169,6.8,6,7.2,,,Euro 5,77,3750,No,2016,197,2.21,,1714
2014,Infiniti,Y51,Q70,Hybrid,3.5,6cyl,Normal,7,Auto,4,5,Sedan,2,Electric/Petrol 95RON,159,208,130,6.9,9,5.6,,,Euro 5,70,3000,No,2015,200,2.23,,1739
2012,Infiniti,Y51,M Sedan,M35h,3.5,6cyl,Normal,7,Auto,4,5,Sedan,2,Electric/Petrol 95RON,159,208,130,6.9,9,5.6,,,Euro 5,70,3000,No,2014,200,2.23,,1739
2015,Infiniti,Y51,Q70,Hybrid,3.5,6cyl,Normal,7,Auto,4,5,Sedan,2,Electric/Petrol 95RON,159,215,128,6.9,9.2,5.5,,,Euro 5,71,3000,No,2021,200,2.23,,1739
2015,Infiniti,Y51,Q70,Hybrid,3.5,6cyl,Normal,7,Auto,4,5,Sedan,2,Electric/Petrol 95RON,159,215,128,6.9,9.2,5.5,,,Euro 5,71,3000,No,2015,200,2.23,,1739
2013,Infiniti,V37,Q50,,3.5,6cyl,Normal,7,Auto,4,5,Sedan,2,Electric/Petrol 95RON,159,222,126,6.8,9.6,5.4,,,Euro 5,67,3000,No,2021,197,2.23,,1714
2013,BMW,F10,5 Series,ActiveHybrid 5,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Electric/Petrol 95RON,163,146,173,7,6.2,7.4,,,Euro 6,74,3750,No,2017,203,2.28,,1764
2012,BMW,F10,5 Series,ActiveHybrid 5,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Electric/Petrol 95RON,163,146,173,7,6.2,7.4,,,Euro 5,74,3750,No,2014,203,2.28,,1764
2013,Infiniti,V37,Q50,,3.5,6cyl,Normal,7,Auto,4,5,Sedan,4,Electric/Petrol 95RON,169,229,134,7.2,9.9,5.8,,,Euro 5,67,3000,No,2021,209,2.37,,1814
2025,BMW,G45,X3,20 xDrive,2,4cyl,Turbo,8,Auto,4,5,Wagon,4,Electric/Petrol 95RON,171,206,151,7.5,9.1,6.6,,,Euro 6,75,3750,Yes,0,218,2.39,,1890
2024,BMW,G45,X3,20 xDrive,2,4cyl,Turbo,8,Auto,4,5,Wagon,4,Electric/Petrol 95RON,171,206,151,7.5,9.1,6.6,,,Euro 6,75,3750,Yes,0,218,2.39,,1890
2010,Volkswagen,,Golf,2.0 GTI 155kW,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Electric/Petrol 95RON,178,237,143,7.6,10.2,6.1,,,Euro 5,82,3750,No,2015,220,2.49,,1915
2010,Volkswagen,,Golf,2.0 GTI 155kW,2,4cyl,Turbo,6,Auto,2,5,Hatch,2,Electric/Petrol 95RON,178,237,143,7.6,10.2,6.1,,,Euro 5,82,3750,No,2015,220,2.49,,1915
2010,Volkswagen,,Golf,2.0 GTI 155kW,2,4cyl,Turbo,6,Manual,4,5,Hatch,2,Electric/Petrol 95RON,180,242,145,7.7,10.4,6.2,,,Euro 5,81,3750,No,2010,223,2.52,,1940
2010,Volkswagen,,Golf,2.0 GTI 155kW,2,4cyl,Turbo,6,Manual,2,5,Hatch,2,Electric/Petrol 95RON,180,242,145,7.7,10.4,6.2,,,Euro 5,81,3750,No,2010,223,2.52,,1940
2021,Jaguar,,E-Pace,P300,2,4cyl,Turbo,9,Auto,4,5,Wagon,4,Electric/Petrol 95RON,184,226,160,8.1,10.1,7,,,Euro 5,75,3750,No,2024,235,2.58,,2041
2021,Jaguar,,E-Pace,P300,2,4cyl,Turbo,9,Auto,4,5,SUV,4,Electric/Petrol 95RON,184,226,160,8.1,10.1,7,,,Euro 5,75,3750,No,2024,235,2.58,,2041
2006,Lexus,,GS450H,,3.5,6cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,186,,,7.9,,,,,Euro 4,67,4800,No,2009,229,2.6,,1991
2010,Lexus,,GS450h,Hybrid,3.5,6cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,186,217,170,7.9,9.2,7.2,,,Euro 4,67,4800,No,2012,229,2.6,,1991
2008,Lexus,,GS450H,Hybrid,3.5,6cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,186,217,170,7.9,9.2,7.2,,,Euro 4,67,4800,No,2010,229,2.6,,1991
2008,Lexus,,GS450H,,3.5,6cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,186,217,170,7.9,9.2,7.2,,,Euro 4,67,4800,No,2009,229,2.6,,1991
2008,Lexus,,GS450H,,3.5,6cyl,Normal,1,CVT,4,5,Sedan,2,Electric/Petrol 95RON,186,217,170,7.9,9.2,7.2,,,Euro 4,67,4800,No,2015,229,2.6,,1991
2024,BMW,G45,X3,M50 xDrive,3,6cyl,Turbo,8,Auto,4,5,Wagon,4,Electric/Petrol 95RON,187,226,165,8.2,9.9,7.2,,,Euro 6,84,3750,Yes,0,238,2.62,,2066
2006,Lexus,,RX400H,,3.3,6cyl,Normal,1,CVT,4,5,Wagon,4,Electric/Petrol 95RON,192,,,8.1,,,,,Euro 4,,,No,2009,235,2.69,,2041
2025,GWM,,TANK 300,HEV 2.0T,2,4cyl,Turbo,9,Auto,4,5,SUV,4,Electric/Petrol 95RON,196,215,189,8.4,9.4,8.2,,,Euro 5,78,3750,Yes,0,244,2.74,,2117
2015,Lexus,,LS600h,Hybrid,5,8cyl,Normal,1,CVT,4,5,Sedan,4,Electric/Petrol 95RON,199,244,173,8.6,10.5,7.5,,,Euro 5,72,2500,Yes,0,249,2.79,,2167
2015,Lexus,,LS600hL,Hybrid,5,8cyl,Normal,1,CVT,4,5,Sedan,4,Electric/Petrol 95RON,199,244,173,8.6,10.5,7.5,,,Euro 5,72,2500,Yes,0,249,2.79,,2167
2013,Lexus,,LS600h,Hybrid,5,8cyl,Normal,1,CVT,4,5,Sedan,4,Electric/Petrol 95RON,199,244,173,8.6,10.5,7.5,,,Euro 4,72,2500,No,2015,249,2.79,,2167
2013,Lexus,,LS600hL,Hybrid,5,8cyl,Normal,1,CVT,4,5,Sedan,4,Electric/Petrol 95RON,199,244,173,8.6,10.5,7.5,,,Euro 4,72,2500,No,2015,249,2.79,,2167
2023,Jaguar,X761 23MY,F-Pace,P400 AWD Auto MHEV,3,6cyl,Turbo,8,Auto,4,5,SUV,4,Electric/Petrol 95RON,199,267,160,8.5,11.5,6.8,,,Euro 5,77,3750,No,2026,247,2.79,,2142
2024,Land Rover,LY L560 23MY,Range Rover Velar,Velar PT306 294kW,3,6cyl,Turbo,8,Auto,4,5,Wagon,4,Electric/Petrol 95RON,202,271,162,8.7,11.6,6.9,,,Euro 5,79,3750,No,2026,252,2.83,,2192
2022,Land Rover,L560,Range Rover Velar,Velar PT306 294kW,3,6cyl,Turbo,8,Auto,4,5,SUV,4,Electric/Petrol 95RON,202,271,162,8.7,11.6,6.9,,,Euro 5,79,3750,No,2025,252,2.83,,2192
2021,Land Rover,,Range Rover Velar,P400,3,6cyl,Turbo,8,Auto,4,5,SUV,4,Electric/Petrol 95RON,202,271,162,8.7,11.6,6.9,,,Euro 5,79,3750,No,2024,252,2.83,,2192
